teste_id,parceiro,fase_id,grupo,dias,compradores,comissao,cashback,vendas_totais,margem,compradores_dia,vendas_dia,margem_dia,taxa_comissao,taxa_cashback,taxa_margem,ticket_medio,margem_por_comprador,projecao_margem_100_trafego,dias_projecao
dataset_03_parceiroc,Parceiro C,1,Grupo 1,45,4549,121693,86924,1738460,34769,101.08888888888889,38632.444444444445,772.6444444444444,0.07000046017739839,0.050000575221747987,0.0199998849556504,382.16311277203783,7.6432182897340075,46358.666666666664,30
dataset_03_parceiroc,Parceiro C,1,Grupo 2,45,4522,117967,117967,1685235,0,100.4888888888889,37449.666666666664,0.0,0.0700003263639789,0.0700003263639789,0.0,372.6747014595312,0.0,0.0,30
